10, 0000000000100100111
36, 1001101010011010110
64, 1001001100111101110
65, 1101110100110100100
66, 1001110100110101101
67, 1110110100110110101
68, 1001010100110111001
69, 1010010100110101000
70, 1011100100101101000
71, 1001100100100101001
72, 1110100100100110001
73, 1010100100100111000
76, 1110111000101101001
80, 1101011000010110110
86, 1100101000110101100
89, 1101001000011110100
92, 1110110000110111010
